versione,braccio,modello,seed,parola,esito,scambi_run
v3,llm,claude-sonnet-4-6,9,TAK,GIUSTA,76
v3,llm,claude-sonnet-4-6,9,TIN,GIUSTA,76
v3,llm,claude-sonnet-4-6,9,ZAKA,GIUSTA,76
v3,llm,claude-sonnet-4-6,9,ZEFU,GIUSTA,76
v3,llm,claude-sonnet-4-6,9,ZIBO,GIUSTA,76
v3,llm,claude-sonnet-4-6,9,ZUMU,GIUSTA,76
v3,llm,claude-sonnet-4-6,10,GUMO,GIUSTA,80
v3,llm,claude-sonnet-4-6,10,NUR,GIUSTA,80
v3,llm,claude-sonnet-4-6,10,TAK,GIUSTA,80
v3,llm,claude-sonnet-4-6,10,TIN,GIUSTA,80
v3,llm,claude-sonnet-4-6,10,ZAKA,GIUSTA,80
v3,llm,claude-sonnet-4-6,10,ZEFU,GIUSTA,80
v3,llm,claude-sonnet-4-6,10,ZIBO,GIUSTA,80
v3,llm,claude-sonnet-4-6,10,ZUMU,GIUSTA,80
v3,llm,claude-sonnet-4-6,11,GUMO,GIUSTA,80
v3,llm,claude-sonnet-4-6,11,NUR,GIUSTA,80
v3,llm,claude-sonnet-4-6,11,TAK,GIUSTA,80
v3,llm,claude-sonnet-4-6,11,TIN,GIUSTA,80
v3,llm,claude-sonnet-4-6,11,ZAKA,GIUSTA,80
v3,llm,claude-sonnet-4-6,11,ZEFU,GIUSTA,80
v3,llm,claude-sonnet-4-6,11,ZIBO,GIUSTA,80
v3,llm,claude-sonnet-4-6,11,ZUMU,GIUSTA,80
v3,llm,claude-sonnet-4-6,12,GUMO,GIUSTA,80
v3,llm,claude-sonnet-4-6,12,NUR,GIUSTA,80
v3,llm,claude-sonnet-4-6,12,TAK,GIUSTA,80
v3,llm,claude-sonnet-4-6,12,TIN,GIUSTA,80
v3,llm,claude-sonnet-4-6,12,ZAKA,GIUSTA,80
v3,llm,claude-sonnet-4-6,12,ZEFU,GIUSTA,80
v3,llm,claude-sonnet-4-6,12,ZIBO,GIUSTA,80
v3,llm,claude-sonnet-4-6,12,ZUMU,GIUSTA,80
v3,llm,claude-sonnet-4-6,13,GUMO,irrisolta,76
v3,llm,claude-sonnet-4-6,13,NUR,GIUSTA,76
v3,llm,claude-sonnet-4-6,13,TAK,GIUSTA,76
v3,llm,claude-sonnet-4-6,13,TIN,GIUSTA,76
v3,llm,claude-sonnet-4-6,13,ZAKA,GIUSTA,76
v3,llm,claude-sonnet-4-6,13,ZEFU,GIUSTA,76
v3,llm,claude-sonnet-4-6,13,ZIBO,GIUSTA,76
v3,llm,claude-sonnet-4-6,13,ZUMU,GIUSTA,76
v3,llm,claude-sonnet-4-6,14,GUMO,irrisolta,76
v3,llm,claude-sonnet-4-6,14,NUR,GIUSTA,76
v3,llm,claude-sonnet-4-6,14,TAK,GIUSTA,76
v3,llm,claude-sonnet-4-6,14,TIN,GIUSTA,76
v3,llm,claude-sonnet-4-6,14,ZAKA,GIUSTA,76
v3,llm,claude-sonnet-4-6,14,ZEFU,GIUSTA,76
v3,llm,claude-sonnet-4-6,14,ZIBO,GIUSTA,76
v3,llm,claude-sonnet-4-6,14,ZUMU,GIUSTA,76
v3,llm,claude-sonnet-4-6,15,GUMO,GIUSTA,80
v3,llm,claude-sonnet-4-6,15,NUR,GIUSTA,80
v3,llm,claude-sonnet-4-6,15,TAK,GIUSTA,80
v3,llm,claude-sonnet-4-6,15,TIN,GIUSTA,80
v3,llm,claude-sonnet-4-6,15,ZAKA,GIUSTA,80
v3,llm,claude-sonnet-4-6,15,ZEFU,GIUSTA,80
v3,llm,claude-sonnet-4-6,15,ZIBO,GIUSTA,80
v3,llm,claude-sonnet-4-6,15,ZUMU,GIUSTA,80
v3,llm,claude-sonnet-4-6,16,GUMO,GIUSTA,76
v3,llm,claude-sonnet-4-6,16,NUR,irrisolta,76
v3,llm,claude-sonnet-4-6,16,TAK,GIUSTA,76
v3,llm,claude-sonnet-4-6,16,TIN,GIUSTA,76
v3,llm,claude-sonnet-4-6,16,ZAKA,GIUSTA,76
v3,llm,claude-sonnet-4-6,16,ZEFU,GIUSTA,76
v3,llm,claude-sonnet-4-6,16,ZIBO,GIUSTA,76
v3,llm,claude-sonnet-4-6,16,ZUMU,GIUSTA,76
v3,llm,claude-sonnet-4-6,17,GUMO,irrisolta,76
v3,llm,claude-sonnet-4-6,17,NUR,GIUSTA,76
v3,llm,claude-sonnet-4-6,17,TAK,GIUSTA,76
v3,llm,claude-sonnet-4-6,17,TIN,GIUSTA,76
v3,llm,claude-sonnet-4-6,17,ZAKA,GIUSTA,76
v3,llm,claude-sonnet-4-6,17,ZEFU,GIUSTA,76
v3,llm,claude-sonnet-4-6,17,ZIBO,GIUSTA,76
v3,llm,claude-sonnet-4-6,17,ZUMU,GIUSTA,76
v3,llm,claude-sonnet-4-6,18,GUMO,irrisolta,76
v3,llm,claude-sonnet-4-6,18,NUR,GIUSTA,76
v3,llm,claude-sonnet-4-6,18,TAK,GIUSTA,76
v3,llm,claude-sonnet-4-6,18,TIN,GIUSTA,76
v3,llm,claude-sonnet-4-6,18,ZAKA,GIUSTA,76
v3,llm,claude-sonnet-4-6,18,ZEFU,GIUSTA,76
v3,llm,claude-sonnet-4-6,18,ZIBO,GIUSTA,76
v3,llm,claude-sonnet-4-6,18,ZUMU,GIUSTA,76
v3,llm,claude-sonnet-4-6,19,GUMO,irrisolta,76
v3,llm,claude-sonnet-4-6,19,NUR,GIUSTA,76
v3,llm,claude-sonnet-4-6,19,TAK,GIUSTA,76
v3,llm,claude-sonnet-4-6,19,TIN,GIUSTA,76
v3,llm,claude-sonnet-4-6,19,ZAKA,GIUSTA,76
v3,llm,claude-sonnet-4-6,19,ZEFU,GIUSTA,76
v3,llm,claude-sonnet-4-6,19,ZIBO,GIUSTA,76
v3,llm,claude-sonnet-4-6,19,ZUMU,GIUSTA,76
v3,llm,claude-sonnet-4-6,20,GUMO,irrisolta,76
v3,llm,claude-sonnet-4-6,20,NUR,GIUSTA,76
v3,llm,claude-sonnet-4-6,20,TAK,GIUSTA,76
v3,llm,claude-sonnet-4-6,20,TIN,GIUSTA,76
v3,llm,claude-sonnet-4-6,20,ZAKA,GIUSTA,76
v3,llm,claude-sonnet-4-6,20,ZEFU,GIUSTA,76
v3,llm,claude-sonnet-4-6,20,ZIBO,GIUSTA,76
v3,llm,claude-sonnet-4-6,20,ZUMU,GIUSTA,76
v3,llm,claude-sonnet-4-6,21,GUMO,GIUSTA,80
v3,llm,claude-sonnet-4-6,21,NUR,GIUSTA,80
v3,llm,claude-sonnet-4-6,21,TAK,GIUSTA,80
v3,llm,claude-sonnet-4-6,21,TIN,GIUSTA,80
v3,llm,claude-sonnet-4-6,21,ZAKA,GIUSTA,80
v3,llm,claude-sonnet-4-6,21,ZEFU,GIUSTA,80
v3,llm,claude-sonnet-4-6,21,ZIBO,GIUSTA,80
v3,llm,claude-sonnet-4-6,21,ZUMU,GIUSTA,80
v3,llm,claude-sonnet-4-6,22,GUMO,irrisolta,76
v3,llm,claude-sonnet-4-6,22,NUR,GIUSTA,76
v3,llm,claude-sonnet-4-6,22,TAK,GIUSTA,76
v3,llm,claude-sonnet-4-6,22,TIN,GIUSTA,76
v3,llm,claude-sonnet-4-6,22,ZAKA,GIUSTA,76
v3,llm,claude-sonnet-4-6,22,ZEFU,GIUSTA,76
v3,llm,claude-sonnet-4-6,22,ZIBO,GIUSTA,76
v3,llm,claude-sonnet-4-6,22,ZUMU,GIUSTA,76
v3,llm,claude-sonnet-4-6,23,GUMO,GIUSTA,80
v3,llm,claude-sonnet-4-6,23,NUR,GIUSTA,80
v3,llm,claude-sonnet-4-6,23,TAK,GIUSTA,80
v3,llm,claude-sonnet-4-6,23,TIN,GIUSTA,80
v3,llm,claude-sonnet-4-6,23,ZAKA,GIUSTA,80
v3,llm,claude-sonnet-4-6,23,ZEFU,GIUSTA,80
v3,llm,claude-sonnet-4-6,23,ZIBO,GIUSTA,80
v3,llm,claude-sonnet-4-6,23,ZUMU,GIUSTA,80
v3,llm,claude-sonnet-4-6,24,GUMO,GIUSTA,80
v3,llm,claude-sonnet-4-6,24,NUR,GIUSTA,80
v3,llm,claude-sonnet-4-6,24,TAK,GIUSTA,80
v3,llm,claude-sonnet-4-6,24,TIN,GIUSTA,80
v3,llm,claude-sonnet-4-6,24,ZAKA,GIUSTA,80
v3,llm,claude-sonnet-4-6,24,ZEFU,GIUSTA,80
v3,llm,claude-sonnet-4-6,24,ZIBO,GIUSTA,80
v3,llm,claude-sonnet-4-6,24,ZUMU,GIUSTA,80
v3,llm,claude-sonnet-4-6,25,GUMO,irrisolta,76
v3,llm,claude-sonnet-4-6,25,NUR,GIUSTA,76
v3,llm,claude-sonnet-4-6,25,TAK,GIUSTA,76
v3,llm,claude-sonnet-4-6,25,TIN,GIUSTA,76
v3,llm,claude-sonnet-4-6,25,ZAKA,GIUSTA,76
v3,llm,claude-sonnet-4-6,25,ZEFU,GIUSTA,76
v3,llm,claude-sonnet-4-6,25,ZIBO,GIUSTA,76
v3,llm,claude-sonnet-4-6,25,ZUMU,GIUSTA,76
v3,llm,claude-sonnet-4-6,26,GUMO,GIUSTA,80
v3,llm,claude-sonnet-4-6,26,NUR,GIUSTA,80
v3,llm,claude-sonnet-4-6,26,TAK,GIUSTA,80
v3,llm,claude-sonnet-4-6,26,TIN,GIUSTA,80
v3,llm,claude-sonnet-4-6,26,ZAKA,GIUSTA,80
v3,llm,claude-sonnet-4-6,26,ZEFU,GIUSTA,80
v3,llm,claude-sonnet-4-6,26,ZIBO,GIUSTA,80
v3,llm,claude-sonnet-4-6,26,ZUMU,GIUSTA,80
v3,llm,claude-sonnet-4-6,27,GUMO,GIUSTA,80
v3,llm,claude-sonnet-4-6,27,NUR,GIUSTA,80
v3,llm,claude-sonnet-4-6,27,TAK,GIUSTA,80
v3,llm,claude-sonnet-4-6,27,TIN,GIUSTA,80
v3,llm,claude-sonnet-4-6,27,ZAKA,GIUSTA,80
v3,llm,claude-sonnet-4-6,27,ZEFU,GIUSTA,80
v3,llm,claude-sonnet-4-6,27,ZIBO,GIUSTA,80
v3,llm,claude-sonnet-4-6,27,ZUMU,GIUSTA,80
v3,llm,claude-sonnet-4-6,28,GUMO,irrisolta,76
v3,llm,claude-sonnet-4-6,28,NUR,GIUSTA,76
v3,llm,claude-sonnet-4-6,28,TAK,GIUSTA,76
v3,llm,claude-sonnet-4-6,28,TIN,GIUSTA,76
v3,llm,claude-sonnet-4-6,28,ZAKA,GIUSTA,76
v3,llm,claude-sonnet-4-6,28,ZEFU,GIUSTA,76
v3,llm,claude-sonnet-4-6,28,ZIBO,GIUSTA,76
v3,llm,claude-sonnet-4-6,28,ZUMU,GIUSTA,76
v3,llm,claude-sonnet-4-6,29,GUMO,GIUSTA,80
v3,llm,claude-sonnet-4-6,29,NUR,GIUSTA,80
v3,llm,claude-sonnet-4-6,29,TAK,GIUSTA,80
v3,llm,claude-sonnet-4-6,29,TIN,GIUSTA,80
v3,llm,claude-sonnet-4-6,29,ZAKA,GIUSTA,80
v3,llm,claude-sonnet-4-6,29,ZEFU,GIUSTA,80
v3,llm,claude-sonnet-4-6,29,ZIBO,GIUSTA,80
v3,llm,claude-sonnet-4-6,29,ZUMU,GIUSTA,80
